lokasiid,komisi,kegiatanid,kegiatanno,skpdkode,skpdnama,urusankode,urusannama,programkode,programteks,kegiatan,anggaran,vol,satuan,periode_data
2,1,116468,3,1.20.082,Kelurahan Pejagalan - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan Sarana dan Prasarana Kesehatan Masyarakat Kel. Pejagalan,"407,032,000",1,Paket,2015
2,1,116469,4,1.20.082,Kelurahan Pejagalan - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan Sarana dan Prasarana Kebersihan Masyarakat Kel. Pejagalan,"44,648,208",1,Paket,2015
2,1,116470,5,1.20.082,Kelurahan Pejagalan - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kel. Pejagalan,"856,994,200",1,Paket,2015
2,1,116471,6,1.20.082,Kelurahan Pejagalan - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,"Penyelenggaraan Tugas dan Fungsi RT, RW dan LMK","3,251,100,000",1,Paket,2015
2,1,116472,7,1.20.082,Kelurahan Pejagalan - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan Tugas dan Fungsi Kelurahan,"472,373,764",1,Paket,2015
2,1,116473,8,1.20.082,Kelurahan Pejagalan - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pelaksanaan Penertiban Kel. Pejagalan,"99,957,815",1,Paket,2015
0,3,116780,104,1.20.017,DINAS PELAYANAN PAJAK,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.40,Program Pelayanan Pajak Daerah,Pelaksanaan Pelayanan Pajak pada UPPD Palmerah Kota Administrasi Jakarta Barat,"349,999,669",1,Paket,2015
0,3,116781,105,1.20.017,DINAS PELAYANAN PAJAK,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.40,Program Pelayanan Pajak Daerah,Pelaksanaan Pelayanan Pajak pada UPPD Pancoran Kota Administrasi Jakarta Selatan,"277,628,190",1,Paket,2015
0,3,116782,106,1.20.017,DINAS PELAYANAN PAJAK,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.40,Program Pelayanan Pajak Daerah,Pelaksanaan Pelayanan Pajak pada UPPD Pasar Minggu Kota Administrasi Jakarta Selatan,"320,978,045",1,Paket,2015
0,3,116783,107,1.20.017,DINAS PELAYANAN PAJAK,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.40,Program Pelayanan Pajak Daerah,Pembayaran Kekurangan Biaya Pemungutan Pajak Daerah pada PT. Medco Sarana Kalibaru,"2,197,283",1,Paket,2015
0,3,116784,108,1.20.017,DINAS PELAYANAN PAJAK,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.40,Program Pelayanan Pajak Daerah,Peningkatan administrasi Kantor UPT Penagihan Aktif Kota Administrasi Jakarta Pusat,"99,978,965",1,Paket,2015
0,3,116785,109,1.20.017,DINAS PELAYANAN PAJAK,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.40,Program Pelayanan Pajak Daerah,Peningkatan administrasi Kantor UPT Penagihan Aktif Kota Administrasi Jakarta Utara,"99,978,965",1,Paket,2015
0,3,116786,110,1.20.017,DINAS PELAYANAN PAJAK,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.40,Program Pelayanan Pajak Daerah,Peningkatan administrasi Kantor UPT Penagihan Aktif Kota Administrasi Jakarta Barat,"99,978,965",1,Paket,2015
0,1,116856,13,1.20.015,DINAS PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.55,"Program Peningkatan Sarana, Prasarana Penanggulangan Kebakaran dan Penyelamatan",Pengadaan Heavy Duty Water and Foam Tower dan Kelengkapannya,"40,002,618,550",1,Paket,2015
0,1,116857,15,1.20.015,DINAS PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.55,"Program Peningkatan Sarana, Prasarana Penanggulangan Kebakaran dan Penyelamatan",Pengadaan Heavy Aerial Ladder Platform dan Kelengkapannya,"40,002,405,700",1,Paket,2015
0,1,116858,16,1.20.015,DINAS PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.55,"Program Peningkatan Sarana, Prasarana Penanggulangan Kebakaran dan Penyelamatan",Pengadaan Combined Urban Vehicle dan Kelengkapannya,"63,002,405,700",1,Paket,2015
0,1,116859,17,1.20.015,DINAS PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.55,"Program Peningkatan Sarana, Prasarana Penanggulangan Kebakaran dan Penyelamatan",Pengadaan Heavy Foam Vehicle dan Kelengkapannya,"32,200,000,000",1,Paket,2015
0,1,116860,18,1.20.015,DINAS PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.55,"Program Peningkatan Sarana, Prasarana Penanggulangan Kebakaran dan Penyelamatan",Pengadaan Breathing Air Sytem Vehicle dan Kelengkapannya,"17,002,405,700",1,Paket,2015
0,1,116861,20,1.20.015,DINAS PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.55,"Program Peningkatan Sarana, Prasarana Penanggulangan Kebakaran dan Penyelamatan",Pengadaan Pos Pemadam Bergerak (Fire Mobile Station) jenis Container dan kelengkapannya,"30,365,080,700",1,Paket,2015
0,1,116862,21,1.20.015,DINAS PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.55,"Program Peningkatan Sarana, Prasarana Penanggulangan Kebakaran dan Penyelamatan",Pengadaan Pemadam Reaksi Cepat dan Kelengkapannya,"25,848,005,700",1,Paket,2015
0,1,116863,23,1.20.015,DINAS PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.55,"Program Peningkatan Sarana, Prasarana Penanggulangan Kebakaran dan Penyelamatan",Pengadaan Mobile Foam Unit,"1,060,367,000",1,Paket,2015
1,1,115829,2,1.20.058,Kelurahan Kemayoran - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pelaksanaan Kerja Bakti,"226,841,000",1,Paket,2015
1,1,115830,3,1.20.058,Kelurahan Kemayoran - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Kemayoran - JAKPUS,"54,985,960",1,Paket,2015
1,1,115831,4,1.20.058,Kelurahan Kemayoran - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan sarana dan Prasarana Ketertiban Masyarakat Kelurahan Kemayoran - JAKPUS,"9,919,340",1,Paket,2015
1,1,115832,5,1.20.058,Kelurahan Kemayoran - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Kemayoran - JAKPUS,"79,836,400",1,Paket,2015
1,1,115833,6,1.20.058,Kelurahan Kemayoran - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Kemayoran - JAKPUS,"534,893,000",1,Paket,2015
1,1,115834,7,1.20.058,Kelurahan Kemayoran - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,"Penyelenggaraan Tugas dan Fungsi RT, RW dan LMK","1,751,700,000",1,Paket,2015
1,1,115835,8,1.20.058,Kelurahan Kemayoran - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan Tugas dan Fungsi Kelurahan,"446,961,756",1,Paket,2015
1,1,115836,9,1.20.058,Kelurahan Kemayoran - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pelaksanaan Penertiban Kelurahan,"134,921,500",1,Paket,2015
1,1,115837,10,1.20.058,Kelurahan Kemayoran - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penanggulangan Bencana Kelurahan Kemayoran- JAKPUS,"39,525,000",1,Paket,2015
1,1,116594,8,1.20.025,Kelurahan Karet Tengsin - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan,"74,960,000",1,Paket,2015
1,1,116595,9,1.20.025,Kelurahan Karet Tengsin - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penanggulangan Bencana Kelurahan Karet Tengsin - JAKPUS,"99,927,080",1,Paket,2015
1,1,116596,10,1.20.025,Kelurahan Karet Tengsin - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penanganan Sarana Prasarana umum tingkat Kelurahan,"2,166,237,692",1,Paket,2015
1,1,116597,11,1.20.025,Kelurahan Karet Tengsin - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Bimtek dan Pendataan Dasawisma,"199,729,500",1,Paket,2015
1,1,116598,12,1.20.025,Kelurahan Karet Tengsin - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pemberian Makanan Tambahan (PMT),"54,816,000",1,Paket,2015
1,1,116599,1,1.20.028,Kelurahan Kebon Kacang - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan peningkatan Pelayanan Kapasitas kelurahan Kelurahan Kebon Kacang - JAKPUS,"478,081,076",1,Paket,2015
1,1,116600,2,1.20.028,Kelurahan Kebon Kacang - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pelaksanaan Kerja Bakti,"161,696,480",1,Paket,2015
1,1,116601,3,1.20.028,Kelurahan Kebon Kacang - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan sarana dan Prasarana Kelurahan Kebon Kacang - JAKPUS,"121,307,780",1,Paket,2015
1,1,116602,4,1.20.028,Kelurahan Kebon Kacang - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan sarana dan Prasarana Ketertiban Masyarakat Kelurahan Kebon Kacang - JAKPUS,"24,200,000",1,Paket,2015
1,1,116603,5,1.20.028,Kelurahan Kebon Kacang - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Kebon Kacang - JAKPUS,"202,796,000",1,Paket,2015
1,1,116604,6,1.20.028,Kelurahan Kebon Kacang - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Kebon Kacang - JAKPUS,"726,861,000",1,Paket,2015
1,1,116605,7,1.20.028,Kelurahan Kebon Kacang - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,"Penyelenggaraan Tugas dan Fungsi RT, RW dan LMK","2,146,800,000",1,Paket,2015
1,1,116606,8,1.20.028,Kelurahan Kebon Kacang - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan Tugas dan Fungsi Kelurahan,"699,406,050",1,Paket,2015
4,1,116901,13,1.20.268,Sudin Penanggulangan Kebakaran dan Penyelamatan - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.55,"Program Peningkatan Sarana, Prasarana Penanggulangan Kebakaran dan Penyelamatan","Pemeliharaan sarana prasarana, Kantor Sudin, Sektor dan Pos Penanggulangan Kebakaran dan Penyelamatan Jakarta Selatan","1,998,355,691",1,Paket,2015
3,1,116902,9,1.20.187,Sudin Penanggulangan Kebakaran dan Penyelamatan - JAKBAR,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.55,"Program Peningkatan Sarana, Prasarana Penanggulangan Kebakaran dan Penyelamatan",Pembuatan dan Pemasangan Pagar Pos Penanggulangan Kebakaran dan Penyelamatan Jakarta Barat,"196,182,045",1,Paket,2015
3,1,116903,11,1.20.187,Sudin Penanggulangan Kebakaran dan Penyelamatan - JAKBAR,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.55,"Program Peningkatan Sarana, Prasarana Penanggulangan Kebakaran dan Penyelamatan","Pembangunan dan Pemeliharaan sarana prasarana, Kantor Sudin, Sektor dan Pos Penanggulangan Kebakaran dan Penyelamatan Jakarta Barat","1,474,450,588",1,Paket,2015
2,1,116904,4,1.20.118,Sudin Penanggulangan Kebakaran dan Penyelamatan - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.55,"Program Peningkatan Sarana, Prasarana Penanggulangan Kebakaran dan Penyelamatan","Pemeliharaan sarana prasarana, Kantor Sudin, Sektor dan Pos Penanggulangan Kebakaran dan Penyelamatan Jakarta Utara","1,999,904,553",1,Paket,2015
2,1,116389,7,1.20.096,Kelurahan Tanjung Priok - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan Tugas dan Fungsi Kelurahan,"242,613,030",1,Paket,2015
2,1,116390,8,1.20.096,Kelurahan Tanjung Priok - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pelaksanaan Penertiban Kel. Tanjung Priok,"23,958,000",1,Paket,2015
2,1,116391,9,1.20.096,Kelurahan Tanjung Priok - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kel. Tanjung Priok,"49,809,000",1,Paket,2015
2,1,116392,10,1.20.096,Kelurahan Tanjung Priok - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan,"124,943,250",1,Paket,2015
2,1,116393,11,1.20.096,Kelurahan Tanjung Priok - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penanggulangan Bencana Kel. Tanjung Priok,"119,984,000",1,Paket,2015
2,1,116394,12,1.20.096,Kelurahan Tanjung Priok - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penanganan Sarana Prasarana umum tingkat Kelurahan,"3,323,198,530",1,Paket,2015
2,1,116395,13,1.20.096,Kelurahan Tanjung Priok - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Bimtek dan Pendataan Dasawisma,"199,944,900",1,Paket,2015
2,1,116396,1,1.20.098,Kelurahan Tugu Utara - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan peningkatan Pelayanan Kapasitas Kel. Tugu Utara,"367,470,640",1,Paket,2015
2,1,116397,2,1.20.098,Kelurahan Tugu Utara - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pelaksanaan Kerja Bakti,"218,571,200",1,Paket,2015
2,1,116398,3,1.20.098,Kelurahan Tugu Utara - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan sarana dan Prasarana Kel. Tugu Utara,"124,846,500",1,Paket,2015
2,1,116399,4,1.20.098,Kelurahan Tugu Utara - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan Sarana dan Prasarana Kesehatan Masyarakat Kel. Tugu Utara,"331,506,600",1,Paket,2015
2,1,116400,5,1.20.098,Kelurahan Tugu Utara - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kel. Tugu Utara,"611,447,000",1,Paket,2015
2,1,116401,6,1.20.098,Kelurahan Tugu Utara - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kel. Tugu Utara,"738,785,000",1,Paket,2015
2,1,116402,7,1.20.098,Kelurahan Tugu Utara - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,"Penyelenggaraan Tugas dan Fungsi RT, RW dan LMK","3,131,400,000",1,Paket,2015
2,1,116403,8,1.20.098,Kelurahan Tugu Utara - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan Tugas dan Fungsi Kelurahan,"486,700,000",1,Paket,2015
2,1,116404,9,1.20.098,Kelurahan Tugu Utara - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pelaksanaan Penertiban Kel. Tugu Utara,"84,992,640",1,Paket,2015
2,1,116405,10,1.20.098,Kelurahan Tugu Utara - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kel. Tugu Utara,"199,911,052",1,Paket,2015
2,1,116406,11,1.20.098,Kelurahan Tugu Utara - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan,"74,993,000",1,Paket,2015
0,3,116787,111,1.20.017,DINAS PELAYANAN PAJAK,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.40,Program Pelayanan Pajak Daerah,Peningkatan administrasi Kantor UPT Penagihan Aktif Kota Administrasi Jakarta Selatan,"99,978,965",1,Paket,2015
0,3,116788,112,1.20.017,DINAS PELAYANAN PAJAK,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.40,Program Pelayanan Pajak Daerah,Peningkatan administrasi Kantor UPT Penagihan Aktif Kota Administrasi Jakarta Timur,"99,978,965",1,Paket,2015
0,3,116789,113,1.20.017,DINAS PELAYANAN PAJAK,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.40,Program Pelayanan Pajak Daerah,Penyelenggaraan Pelayanan Keberatan dan Banding,"200,000,000",1,Paket,2015
1,3,116790,1,1.20.075,Sudin Pelayanan Pajak - JAKPUS,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.40,Program Pelayanan Pajak Daerah,Pelaksanaan Pelayanan Pajak pada Sudin Pelayanan Pajak Kota Administrasi Jakarta Pusat,"1,009,999,850",1,Paket,2015
2,1,116791,1,1.20.078,Kota Administrasi Jakarta Utara,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.40,Program Pelayanan Pajak Daerah,Koordinasi dan Monitoring Dalam Rangka Peningkatan Penerimaan Pajak Bumi dan Bangunan (PBB) di Kota Administrasi Jakarta Utara,"28,286,000",1,Paket,2015
2,3,116792,1,1.20.117,Sudin Pelayanan Pajak - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.40,Program Pelayanan Pajak Daerah,Pelaksanaan Pelayanan Pajak pada Sudin Pelayanan Pajak Kota Administrasi Jakarta Utara,"299,962,420",1,Paket,2015
3,3,116793,3,1.20.186,Sudin Pelayanan Pajak - JAKBAR,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.40,Program Pelayanan Pajak Daerah,Pelaksanaan Pelayanan Pajak pada Sudin Pelayanan Pajak Kota Administrasi Jakarta Barat,"327,999,793",1,Paket,2015
4,3,116794,1,1.20.266,Sudin Pelayanan Pajak - JAKSEL,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.40,Program Pelayanan Pajak Daerah,Pelaksanaan Pelayanan Pajak pada Sudin Pelayanan Pajak Kota Administrasi Jakarta Selatan,"302,329,500",1,Paket,2015
